restaurant, days
"J. Alexander's -Jacksonville","Monday,Friday 12:15pm-1:00pm / Tuesday 5:30am-10:15pm / Wednesday 6:00am-1:30pm / Thursday 10:45am-1:15pm / Saturday 9:00am-12:00pm / Sunday 8:45am-6:45pm"
"801 Chophouse Leawood","Monday,Wednesday-Thursday,Saturday 7:15am-3:30am / Tuesday 2:45pm-5:00pm / Friday 8:15am-9:30pm / Sunday 5:45pm-1:15am"
"EBT Restaurant","Monday,Thursday 7:00am-2:15am / Tuesday,Saturday 10:00am-3:45pm / Wednesday,Friday 5:15pm-3:00am / Sunday 12:00pm-1:15am"
"Zocalo Mexican Cuisine & Tequileria","Monday 2:00pm-5:45pm / Tuesday 9:30am-7:30pm / Wednesday 4:45pm-12:15pm / Thursday 7:30am-11:15pm / Friday 2:00pm-2:00am / Saturday 3:45pm-5:00pm / Sunday 4:45pm-6:30pm"
"Real Jalisco -Northland","Monday-Tuesday,Friday 5:45pm-12:00pm / Wednesday 6:00am-11:45am / Thursday 11:30am-1:00pm / Saturday 5:30am-6:00pm / Sunday 4:15pm-10:00pm"
"Gaslight Grill","Monday 10:45am-6:15pm / Tuesday 12:45pm-4:45pm / Wednesday-Thursday 5:15am-12:15pm / Friday 5:45pm-1:30am / Saturday 8:15am-6:15pm / Sunday 11:45am-9:15pm"
"Johnny Cascone's","Monday-Tuesday 7:30am-10:15pm / Wednesday,Friday 6:45am-9:00am / Thursday 11:45am-8:30pm / Saturday 8:30am-4:00pm / Sunday 10:45am-10:15pm"
"Vinotopia Restaurant and Bar","Monday,Thursday 9:30am-11:45am / Tuesday 5:15am-12:30pm / Wednesday,Friday-Saturday 6:30am-3:30am / Sunday 5:30pm-12:15pm"
"Morton's Grille -Kansas City","Monday 5:45pm-10:45pm / Tuesday-Wednesday 8:45am-5:00pm / Thursday 8:45am-7:15pm / Friday 6:30am-6:45pm / Saturday 11:15am-12:45pm / Sunday 6:15am-2:00pm"
"Grand Street Cafe","Monday 4:00pm-2:15am / Tuesday 6:15am-8:15pm / Wednesday,Friday 5:00am-3:15am / Thursday 1:15pm-12:45pm / Saturday 4:15pm-5:15pm / Sunday 10:15am-2:15am"
"Bad Art Bistro","Monday-Tuesday 5:15pm-1:30am / Wednesday,Saturday 11:30am-2:15pm / Thursday 1:30pm-3:30am / Friday 10:30am-12:00pm / Sunday 5:45am-12:45pm"
"TEN at the Eldridge","Monday,Wednesday 9:30am-3:30am / Tuesday 6:00am-2:00pm / Thursday 6:30am-9:00am / Friday 7:30am-2:45pm / Saturday 4:00pm-9:45pm / Sunday 10:30am-5:30pm"
"Johnny's Italian Steakhouse -Olathe","Monday-Tuesday 5:45pm-12:30pm / Wednesday,Friday-Sunday 9:15am-11:30am / Thursday 8:00am-3:30pm"
"Paradise Diner","Monday 4:15pm-7:00pm / Tuesday 5:00pm-6:15pm / Wednesday 4:15pm-9:15pm / Thursday,Saturday 7:30am-3:15am / Friday 5:45am-3:30am / Sunday 7:00am-10:00am"
"Sushi House","Monday 12:30pm-2:45am / Tuesday 1:00pm-2:00am / Wednesday,Sunday 5:15pm-12:15pm / Thursday 10:00am-4:00pm / Friday 4:15pm-12:30pm / Saturday 6:45am-2:30pm"
"Blue Bird Bistro","Monday-Tuesday 5:15am-9:30pm / Wednesday 5:45am-7:30pm / Thursday,Saturday 9:00am-6:45pm / Friday,Sunday 2:15pm-4:15pm"
"Webster House","Monday 7:45am-7:45pm / Tuesday 6:00am-1:30am / Wednesday 5:30am-11:30pm / Thursday,Sunday 7:30am-10:45pm / Friday 11:30am-12:15pm / Saturday 2:00pm-11:45pm"
"Pig & Finch Gastropub","Monday-Tuesday 3:45pm-10:00pm / Wednesday,Saturday 3:30pm-7:00pm / Thursday 12:30pm-3:45pm / Friday 5:30pm-1:00am / Sunday 6:45am-7:15am"
"Newport Grill -OP","Monday 5:15am-5:30pm / Tuesday,Friday 2:15pm-8:00pm / Wednesday 9:30am-1:30pm / Thursday 7:00am-6:30pm / Saturday 11:00am-10:15pm / Sunday 5:15am-4:30pm"
"Eighty Eight @ The Elms","Monday 2:00pm-8:30pm / Tuesday,Thursday 2:15pm-3:30am / Wednesday 7:30am-8:30pm / Friday 10:15am-4:00pm / Saturday-Sunday 7:15am-3:30am"
"Nara Kansas City","Monday,Thursday 12:15pm-6:00pm / Tuesday 9:45am-12:00pm / Wednesday 10:45am-6:45pm / Friday 5:00pm-12:15pm / Saturday 11:00am-4:30pm / Sunday 4:00pm-11:30pm"
"801 Fish -Leawood","Monday-Tuesday 10:30am-7:15pm / Wednesday-Thursday 10:30am-9:00pm / Friday 5:30pm-11:30pm / Saturday 12:45pm-9:00pm / Sunday 3:00pm-2:00am"
"Elements","Monday,Saturday 10:45am-12:00pm / Tuesday-Thursday 5:00am-9:15am / Friday 11:00am-9:15pm / Sunday 10:00am-3:00pm"
"Real Jalisco -Blue Springs","Monday,Wednesday 5:30pm-6:30pm / Tuesday,Thursday,Saturday-Sunday 8:30am-10:30am / Friday 2:00pm-10:30pm"
"Drunken Fish -Leawood","Monday 5:45pm-1:30am / Tuesday 8:45am-9:30pm / Wednesday-Thursday 7:30am-8:30am / Friday 4:30pm-11:45pm / Saturday 8:00am-8:45pm / Sunday 7:45am-11:00am"
"Woodfire Grille","Monday 6:30am-1:15am / Tuesday 3:00pm-1:45am / Wednesday 8:30am-10:00am / Thursday 5:00pm-9:00pm / Friday-Saturday 11:15am-1:30pm / Sunday 10:15am-11:30am"
"Sullivan's Steakhouse -Leawood","Monday,Wednesday 5:00am-3:30am / Tuesday 9:00am-10:30pm / Thursday 7:15am-12:30pm / Friday 5:45am-9:00am / Saturday 9:45am-10:45pm / Sunday 11:45am-3:45am"
"The Burg & Barrel","Monday,Friday 5:45pm-9:30pm / Tuesday 6:15am-3:45am / Wednesday 6:15am-10:15pm / Thursday 10:30am-10:00pm / Saturday 2:15pm-3:00pm / Sunday 11:00am-11:15pm"
"Cafe Verona","Monday-Tuesday,Thursday 9:00am-12:15pm / Wednesday 12:30pm-1:15am / Friday 1:30pm-7:15pm / Saturday 5:30am-11:45pm / Sunday 10:30am-6:45pm"
"Fridas Contemporary Mexican","Monday 2:00pm-8:15pm / Tuesday 11:00am-7:45pm / Wednesday 9:30am-10:45am / Thursday 5:15pm-7:15pm / Friday 11:30am-4:15pm / Saturday-Sunday 1:00pm-12:30pm"
"RA Sushi Bar Restaurant -Leawood","Monday,Wednesday 3:00pm-3:00am / Tuesday,Friday 12:00pm-1:45am / Thursday 3:15pm-2:45am / Saturday 3:00pm-6:15pm / Sunday 7:00am-4:15pm"
"Affäre","Monday,Friday 4:45pm-5:45pm / Tuesday 4:45pm-6:15pm / Wednesday-Thursday 8:00am-5:30pm / Saturday 9:30am-2:30pm / Sunday 3:45pm-1:30am"
"4 Olives Restaurant","Monday,Friday 11:30am-12:30pm / Tuesday 5:30pm-3:15am / Wednesday 9:30am-5:15pm / Thursday 2:30pm-8:45pm / Saturday 5:30am-7:45pm / Sunday 7:30am-10:00am"
"The Jacobson","Monday-Wednesday,Friday 1:30pm-10:30pm / Thursday 7:45am-12:00pm / Saturday 5:15am-3:00pm / Sunday 6:15am-2:00pm"
"Coal Vines","Monday,Thursday 3:30pm-5:15pm / Tuesday 3:45pm-8:45pm / Wednesday 5:30pm-2:00am / Friday 9:00am-1:00am / Saturday 5:30am-1:45am / Sunday 2:30pm-9:30pm"
"Story","Monday 1:30pm-4:00pm / Tuesday,Thursday 5:45pm-9:00pm / Wednesday 8:30am-8:45pm / Friday 6:15am-3:00pm / Saturday 11:45am-5:00pm / Sunday 11:00am-1:00am"
"Collection","Monday 5:15am-6:00am / Tuesday,Friday,Sunday 4:00pm-1:00am / Wednesday 11:30am-3:30am / Thursday 11:15am-2:30am / Saturday 1:00pm-2:45am"
"Louie's Wine Dive -Kansas City","Monday 7:15am-8:30am / Tuesday 9:30am-6:00pm / Wednesday-Thursday 10:15am-4:00pm / Friday 1:30pm-3:30pm / Saturday 7:30am-7:00pm / Sunday 6:30am-3:15pm"
"Gram & Dun","Monday-Tuesday 3:30pm-1:30am / Wednesday 12:30pm-9:00pm / Thursday 1:00pm-7:30pm / Friday 4:45pm-1:00am / Saturday 3:15pm-10:15pm / Sunday 11:00am-2:45am"
"Siena Tuscan Steakhouse -Ambassador Hotel","Monday,Wednesday 6:15am-4:15pm / Tuesday,Saturday 10:00am-2:00am / Thursday 7:30am-2:15am / Friday 7:30am-11:15pm / Sunday 7:30am-1:15pm"
"Jax Fish House-Kansas City","Monday,Thursday 5:45pm-7:45pm / Tuesday-Wednesday 6:00am-9:15pm / Friday 8:30am-5:30pm / Saturday 3:00pm-6:15pm / Sunday 3:15pm-5:15pm"
"Golden Ox","Monday-Tuesday 5:15pm-3:45am / Wednesday 12:00pm-11:00pm / Thursday 4:30pm-10:30pm / Friday 11:15am-1:45am / Saturday 11:15am-1:45pm / Sunday 10:15am-2:00am"
"The Classic Cup","Monday 1:15pm-4:00pm / Tuesday,Friday 12:15pm-1:45am / Wednesday 2:30pm-10:30pm / Thursday 8:15am-10:15pm / Saturday 11:00am-2:00am / Sunday 10:30am-11:15am"
"Seasons 52:00 -Kansas City","Sunday-Tuesday,Thursday-Friday 10:15am-9:00pm / Wednesday 12:30pm-3:30pm / Saturday 10:00am-7:30pm"
"Rosso @ Hotel Sorella Country Club Plaza","Monday 5:45am-1:30am / Tuesday 3:30pm-2:15am / Wednesday-Thursday 8:15am-11:45am / Friday 5:00am-11:15pm / Saturday 8:15am-10:00am / Sunday 5:30am-12:45pm"
"Wine Dive","Sunday-Monday 12:00pm-7:30pm / Tuesday 1:30pm-2:30pm / Wednesday-Thursday 5:15pm-6:15pm / Friday 6:00am-5:30pm / Saturday 2:45pm-10:45pm"
"Carma","Monday 10:30am-6:30pm / Tuesday 9:45am-3:15am / Wednesday,Sunday 4:00pm-10:15pm / Thursday 7:15am-4:15pm / Friday 9:15am-12:00pm / Saturday 3:45pm-11:30pm"
"Rye","Monday-Thursday 5:00pm-3:15am / Friday 12:15pm-7:15pm / Saturday 5:45pm-2:00am / Sunday 5:45pm-2:45am"
"Broadmoor Bistro -Broadmoor Technical Center","Monday,Friday 9:00am-11:15am / Tuesday-Wednesday,Sunday 2:45pm-9:30pm / Thursday 3:45pm-9:45pm / Saturday 8:30am-8:45pm"
"The Westside Local","Monday 2:30pm-4:00pm / Tuesday 12:15pm-1:45pm / Wednesday,Saturday 1:45pm-3:00am / Thursday 10:45am-2:00am / Friday 5:15pm-9:45pm / Sunday 7:00am-9:30pm"
"An Urban Table","Monday-Tuesday 4:00pm-5:15pm / Wednesday 5:15pm-6:45pm / Thursday 4:30pm-8:30pm / Friday 3:30pm-3:15am / Saturday 12:30pm-2:45pm / Sunday 1:30pm-8:45pm"
"Buca di Beppo -Kansas City","Monday 1:30pm-3:30am / Tuesday 11:00am-11:15pm / Wednesday 9:45am-11:45pm / Thursday 4:30pm-9:45pm / Friday 5:15pm-3:00am / Saturday 5:30pm-9:45pm / Sunday 3:15pm-11:30pm"
"The Drop","Monday-Tuesday 7:45am-4:30pm / Wednesday-Thursday 10:15am-2:45pm / Friday 2:00pm-3:15pm / Saturday-Sunday 5:15pm-6:15pm"
"Anthony's Restaurant","Monday,Wednesday 11:15am-3:15am / Tuesday 10:30am-9:00pm / Thursday,Sunday 1:00pm-3:30am / Friday 1:00pm-12:00pm / Saturday 3:15pm-4:00pm"
"Pachamama's","Monday-Tuesday 4:15pm-7:15pm / Wednesday-Thursday 7:45am-8:30am / Friday,Sunday 9:45am-6:00pm / Saturday 1:00pm-8:15pm"
"Tannin Wine Bar and Kitchen","Monday,Saturday 11:00am-12:45pm / Tuesday 1:15pm-9:30pm / Wednesday 3:45pm-9:30pm / Thursday 9:00am-3:30pm / Friday 1:15pm-9:15pm / Sunday 7:00am-9:15am"
"Newport Grill","Monday 11:15am-3:15pm / Tuesday 3:45pm-1:45am / Wednesday,Sunday 9:00am-1:45am / Thursday 7:30am-6:45pm / Friday 3:30pm-4:30pm / Saturday 2:00pm-7:15pm"
"Harry's Restaurant","Monday,Saturday 11:15am-10:15pm / Tuesday-Wednesday 10:00am-3:30am / Thursday 2:30pm-3:45pm / Friday 8:45am-7:30pm / Sunday 6:45am-7:15pm"
"Julian","Monday-Tuesday 8:30am-1:00pm / Wednesday,Saturday 1:00pm-12:45pm / Thursday 8:15am-1:30am / Friday 2:30pm-2:45am / Sunday 8:00am-10:00pm"
"Tucson's Steakhouse","Monday 8:45am-7:15pm / Tuesday 12:30pm-8:00pm / Wednesday 4:00pm-2:15am / Thursday 5:00pm-3:45am / Friday,Sunday 1:15pm-6:30pm / Saturday 11:15am-8:30pm"
"The Dubliner","Monday-Tuesday 1:15pm-3:30pm / Wednesday 1:30pm-4:30pm / Thursday 9:15am-6:30pm / Friday 7:15am-1:15pm / Saturday 8:30am-12:30pm / Sunday 1:45pm-8:15pm"
"Michael Forbes Bar & Grille","Monday-Tuesday 5:15pm-11:00pm / Wednesday 1:45pm-8:45pm / Thursday-Friday 10:15am-12:30pm / Saturday 7:15am-8:30am / Sunday 3:45pm-6:15pm"
"Renee Kelly's Harvest","Monday 6:45am-8:30pm / Tuesday 8:45am-1:45pm / Wednesday 7:15am-2:45am / Thursday-Friday 3:45pm-4:45pm / Saturday 4:30pm-11:45pm / Sunday 9:00am-11:30am"
"della Voce","Monday-Tuesday,Thursday 8:30am-2:45am / Wednesday,Friday 4:00pm-11:15pm / Saturday 6:15am-6:45pm / Sunday 5:00pm-12:30pm"
"The Broadway Jazz Club","Monday 11:30am-11:45pm / Tuesday-Wednesday 7:30am-8:15am / Thursday 2:45pm-11:30pm / Friday 5:45am-9:30pm / Saturday 2:00pm-5:15pm / Sunday 12:30pm-2:30am"
"Café Sebastienne","Monday-Tuesday 7:00am-3:30am / Wednesday,Friday-Sunday 4:30pm-11:45pm / Thursday 5:00pm-10:15pm"
"Dodge House Restaurant","Monday,Wednesday,Friday 9:45am-2:30am / Tuesday 5:45am-8:15am / Thursday 10:45am-2:15pm / Saturday 3:30pm-8:30pm / Sunday 3:45pm-5:30pm"
"Carmen's Cafe -Brookside","Monday-Tuesday 4:30pm-6:45pm / Wednesday 10:00am-5:30pm / Thursday 9:00am-12:15pm / Friday 5:45pm-2:45am / Saturday 3:15pm-5:15pm / Sunday 2:30pm-9:45pm"
"Café Trio","Monday-Tuesday,Thursday 2:00pm-1:45am / Wednesday,Friday 8:15am-5:00pm / Saturday 7:30am-9:30am / Sunday 10:00am-8:15pm"
"Room 39:00 -Leawood","Monday,Thursday 3:00pm-1:45am / Tuesday 8:00am-3:00pm / Wednesday,Saturday 8:45am-3:45am / Friday 4:00pm-2:45am / Sunday 5:45pm-7:15pm"
"715","Monday 12:15pm-3:00am / Tuesday 5:00am-7:00am / Wednesday 1:15pm-1:00am / Thursday,Saturday 10:15am-3:45am / Friday 2:15pm-2:00am / Sunday 7:45am-1:30am"
"Five21 -The Oread Hotel","Monday,Thursday 11:45am-11:45pm / Tuesday 5:00am-8:15am / Wednesday,Friday 9:00am-10:00am / Saturday 5:45pm-7:45pm / Sunday 7:30am-4:15pm"
"Aixois French Restaurant & Coffee Bar","Monday 2:15pm-9:45pm / Tuesday,Friday 5:45pm-7:00pm / Wednesday,Sunday 9:15am-11:45pm / Thursday 4:00pm-12:30pm / Saturday 1:15pm-1:15am"
"Kona Grill -Kansas City","Monday,Thursday 6:30am-9:45am / Tuesday 3:00pm-3:30am / Wednesday 8:15am-2:45pm / Friday 6:30am-3:30pm / Saturday 4:45pm-12:45pm / Sunday 6:45am-7:45am"
"Accurso's Italian Restaurant","Monday-Wednesday 12:45pm-2:30am / Thursday 1:30pm-3:15pm / Friday 5:45pm-1:15am / Saturday 7:30am-4:45pm / Sunday 1:45pm-2:00am"
"The Summit Grill","Monday,Friday 1:30pm-4:45pm / Tuesday-Wednesday 1:15pm-12:45pm / Thursday 11:15am-11:30pm / Saturday 9:30am-12:45pm / Sunday 11:30am-4:00pm"
"Genovese","Monday-Tuesday 5:30am-8:30am / Wednesday 12:00pm-3:00am / Thursday 12:15pm-9:45pm / Friday 3:15pm-5:45pm / Saturday 12:30pm-4:15pm / Sunday 6:00am-2:45pm"
"La Bodega -Leawood","Monday-Tuesday,Thursday-Friday 11:30am-3:00am / Wednesday 2:00pm-3:45am / Saturday 10:00am-3:15pm / Sunday 12:30pm-9:00pm"
"Remedy Food + Drink","Monday 4:15pm-2:30am / Tuesday,Friday 1:15pm-3:15pm / Wednesday,Saturday 6:00am-12:30pm / Thursday 11:00am-12:30pm / Sunday 4:30pm-8:30pm"
"Tavern In The Village","Monday 7:45am-12:00pm / Tuesday,Saturday 5:45pm-10:45pm / Wednesday 12:15pm-8:00pm / Thursday-Friday 5:45pm-12:00pm / Sunday 8:45am-4:30pm"
"The Rieger Hotel Grill and Exchange","Sunday-Monday 5:15pm-8:45pm / Tuesday 5:00pm-6:45pm / Wednesday-Thursday 11:45am-12:00pm / Friday 5:15pm-1:15am / Saturday 5:30am-3:30am"
"Renaissance Cafe","Monday-Tuesday 9:15am-12:45pm / Wednesday 6:45am-4:00pm / Thursday,Saturday 5:45pm-11:15pm / Friday 10:45am-1:00pm / Sunday 11:30am-7:30pm"
"Ophelia's Restaurant","Monday 11:00am-9:15pm / Tuesday 2:00pm-11:15pm / Wednesday,Friday 1:00pm-12:00pm / Thursday,Saturday 11:00am-3:30pm / Sunday 6:45am-9:45pm"
"12 Baltimore","Monday,Wednesday 5:15am-8:30pm / Tuesday,Saturday 1:30pm-3:45pm / Thursday 7:45am-8:15am / Friday 1:30pm-7:00pm / Sunday 12:45pm-6:15pm"
"The Farmhouse -Kansas City","Monday,Thursday 3:30pm-4:00pm / Tuesday 11:45am-4:45pm / Wednesday 5:45am-11:30pm / Friday 10:00am-7:00pm / Saturday 12:15pm-3:30pm / Sunday 1:15pm-12:15pm"
"Drunken Fish -Power & Light District","Monday 3:00pm-11:30pm / Tuesday,Sunday 5:00am-8:30pm / Wednesday 11:00am-1:30am / Thursday 12:00pm-11:30pm / Friday 8:30am-10:00pm / Saturday 12:15pm-6:45pm"
"Tavern at Mission Farms","Monday-Tuesday 5:00pm-1:30am / Wednesday 8:00am-10:00pm / Thursday 11:15am-2:00am / Friday-Saturday 7:30am-2:15am / Sunday 5:45am-12:15pm"
"Cascone's","Monday 9:30am-3:15pm / Tuesday 2:30pm-3:00am / Wednesday 7:30am-7:45pm / Thursday 5:45am-6:15am / Friday 7:45am-4:45pm / Saturday 12:15pm-2:15pm / Sunday 3:00pm-9:15pm"
"Hereford House -Wichita","Monday 8:30am-11:15pm / Tuesday,Sunday 4:30pm-5:15pm / Wednesday 2:15pm-7:30pm / Thursday 5:00pm-2:30am / Friday-Saturday 10:15am-11:30am"
"Westport Cafe & Bar","Monday 10:45am-8:15pm / Tuesday-Wednesday 8:45am-10:30pm / Thursday 8:00am-11:30pm / Friday-Saturday 4:45pm-10:00pm / Sunday 7:45am-12:15pm"
"OP 1906","Saturday-Monday 10:30am-8:00pm / Tuesday 11:15am-2:15pm / Wednesday-Thursday 9:45am-11:00pm / Friday 6:30am-1:15pm"
"NoRTH -Kansas City","Monday-Tuesday,Friday 2:30pm-2:00am / Wednesday 5:30pm-3:00am / Thursday 5:15am-8:00am / Saturday 1:45pm-7:45pm / Sunday 5:30pm-3:15am"
"Prime Steakhouse","Monday 12:15pm-6:45pm / Tuesday-Wednesday 6:00am-5:15pm / Thursday 9:15am-2:30am / Friday,Sunday 10:45am-1:15am / Saturday 5:00am-2:45pm"
"Southernmost Beach Cafe","Monday-Tuesday 8:15am-12:00pm / Wednesday 7:00am-2:45pm / Thursday-Friday 5:00pm-1:15am / Saturday 5:00am-12:45pm / Sunday 6:00am-7:15am"
"Thai Life Floating Restaurant","Monday 5:45am-11:30pm / Tuesday,Saturday 9:15am-11:00am / Wednesday 7:00am-6:00pm / Thursday 7:15am-2:15pm / Friday 10:30am-11:00pm / Sunday 7:45am-8:00pm"
"Azur","Monday 5:15pm-3:15am / Tuesday 3:30pm-1:15am / Wednesday,Saturday 6:15am-8:15pm / Thursday 5:00pm-7:30pm / Friday 1:00pm-7:45pm / Sunday 2:45pm-4:15pm"
"Sarabeth's","Monday,Saturday 4:00pm-1:00am / Tuesday 5:45pm-7:45pm / Wednesday,Friday 6:45am-1:00am / Thursday 9:30am-1:00pm / Sunday 1:45pm-9:15pm"
"One Duval -Pier House Resort & Spa","Monday-Wednesday 5:30pm-10:30pm / Thursday 4:00pm-9:15pm / Friday 10:00am-3:30pm / Saturday 6:30am-2:30am / Sunday 10:30am-1:00am"
"Bagatelle","Monday 11:15am-12:30pm / Tuesday,Friday 6:15am-9:45pm / Wednesday 5:15pm-1:30am / Thursday,Saturday 2:30pm-8:45pm / Sunday 5:15am-6:15am"
"Strip House Key West","Monday 3:45pm-11:00pm / Tuesday 8:00am-10:30am / Wednesday 2:45pm-8:00pm / Thursday-Friday 4:00pm-9:30pm / Saturday-Sunday 2:30pm-11:30pm"
"La Trattoria Old Town","Sunday-Monday,Thursday 11:45am-9:45pm / Tuesday 4:00pm-10:15pm / Wednesday,Friday 3:15pm-7:45pm / Saturday 2:00pm-1:15am"
"Alma at Hawk's Cay","Monday-Tuesday,Saturday 3:45pm-8:00pm / Wednesday 10:00am-11:15am / Thursday 10:00am-1:45pm / Friday 2:45pm-2:15am / Sunday 2:15pm-9:15pm"
"Benihana -Key West","Monday-Tuesday 9:45am-1:45am / Wednesday 8:15am-2:45pm / Thursday 6:30am-7:00am / Friday 10:15am-7:00pm / Saturday 11:45am-2:15am / Sunday 11:00am-1:30pm"
"Latitudes","Monday 7:45am-12:15pm / Tuesday 6:45am-10:15pm / Wednesday 4:30pm-9:45pm / Thursday 10:00am-6:30pm / Friday 10:45am-9:00pm / Saturday 11:15am-3:15am / Sunday 2:15pm-4:00pm"
"Hot Tin Roof","Monday-Tuesday 10:30am-10:15pm / Wednesday,Friday,Sunday 1:15pm-3:30am / Thursday,Saturday 4:30pm-1:15am"
"La Te Da","Monday,Thursday-Friday 12:45pm-10:00pm / Tuesday-Wednesday 10:45am-6:15pm / Saturday 3:45pm-11:45pm / Sunday 11:00am-12:30pm"
"Michaels Restaurant","Monday,Friday 12:15pm-10:15pm / Tuesday,Thursday,Saturday 6:45am-11:30am / Wednesday 9:45am-10:00pm / Sunday 5:30pm-8:45pm"
"Cafe Sole -Key West","Monday 9:00am-4:45pm / Tuesday,Friday,Sunday 5:15am-9:15pm / Wednesday 4:30pm-7:00pm / Thursday 10:15am-3:45pm / Saturday 5:45am-10:00am"
"Shor Seafood at the Hyatt Resort & Spa","Sunday-Tuesday 6:30am-8:30am / Wednesday 5:45pm-2:30am / Thursday 6:45am-12:00pm / Friday 6:45am-8:30am / Saturday 12:30pm-1:30am"
"La Trattoria Oceanside","Monday-Tuesday 12:45pm-11:45pm / Wednesday 6:45am-12:15pm / Thursday 11:45am-6:15pm / Friday 1:45pm-2:45pm / Saturday 1:45pm-12:00pm / Sunday 6:45am-10:00am"
"Atlantic's Edge","Monday 12:30pm-10:30pm / Tuesday 11:30am-11:15pm / Wednesday,Friday 3:15pm-11:15pm / Thursday 8:30am-11:30am / Saturday 4:45pm-10:15pm / Sunday 4:00pm-5:30pm"
"Square One Restaurant","Monday,Friday 1:00pm-9:15pm / Tuesday 4:30pm-1:15am / Wednesday-Thursday 12:15pm-5:00pm / Saturday 12:00pm-3:30am / Sunday 2:00pm-3:45pm"
"Firefly","Monday-Tuesday 12:15pm-5:15pm / Wednesday-Thursday 5:00am-10:00pm / Friday 7:15am-4:00pm / Saturday 1:15pm-2:30am / Sunday 4:00pm-7:45pm"
"Martin's","Monday 7:00am-5:15pm / Tuesday 6:00am-3:30pm / Wednesday 5:15am-3:45pm / Thursday,Sunday 10:30am-7:00pm / Friday 4:00pm-9:00pm / Saturday 3:00pm-7:00pm"
"A&B Lobster House","Saturday-Monday 2:45pm-11:15pm / Tuesday,Thursday 4:00pm-8:30pm / Wednesday 6:45am-11:00pm / Friday 10:45am-2:45am"
"OCEAN -Hawks Cay Resort","Monday 12:15pm-7:00pm / Tuesday 9:00am-4:15pm / Wednesday 2:45pm-12:30pm / Thursday 3:00pm-7:15pm / Friday 11:15am-12:00pm / Saturday 5:45pm-9:00pm / Sunday 3:00pm-4:15pm"
"Santiago's Bodega","Monday 4:45pm-10:30pm / Tuesday 10:45am-11:45pm / Wednesday 7:30am-11:45pm / Thursday 4:15pm-10:30pm / Friday 10:15am-3:45am / Saturday 2:45pm-6:00pm / Sunday 9:00am-1:45am"
"Limoncello","Monday 8:00am-3:45pm / Tuesday,Friday 2:30pm-11:15pm / Wednesday 8:45am-11:15pm / Thursday 7:30am-7:15pm / Saturday 1:45pm-9:15pm / Sunday 11:00am-6:00pm"
"lush","Monday 7:15am-1:00pm / Tuesday 10:30am-2:00am / Wednesday,Sunday 5:30pm-7:00pm / Thursday 10:45am-10:15pm / Friday 5:15pm-2:45am / Saturday 6:15am-3:15am"
"Antonia's","Monday,Wednesday 3:00pm-8:30pm / Tuesday 5:15pm-9:00pm / Thursday 3:30pm-1:15am / Friday 4:30pm-11:15pm / Saturday 9:30am-11:15pm / Sunday 10:00am-6:45pm"
"DiGiorgio's Cafe Largo","Monday,Thursday 4:15pm-6:45pm / Tuesday 3:45pm-3:15am / Wednesday 2:45pm-6:15pm / Friday 10:00am-2:30pm / Saturday 8:30am-1:45am / Sunday 3:45pm-8:30pm"
"Bistro 245","Monday 1:15pm-1:15am / Tuesday 11:30am-1:30pm / Wednesday 5:30am-7:45pm / Thursday 10:15am-7:00pm / Friday 8:30am-2:00pm / Saturday 12:15pm-8:30pm / Sunday 6:15am-12:45pm"
"2 Cents","Monday,Wednesday 11:00am-8:00pm / Tuesday,Thursday-Friday 1:15pm-8:30pm / Saturday 7:45am-6:15pm / Sunday 11:45am-6:00pm"
"Banana Cafe","Monday-Tuesday 4:30pm-6:45pm / Wednesday,Sunday 12:00pm-6:45pm / Thursday 6:45am-4:00pm / Friday-Saturday 2:30pm-12:00pm"
"Nine One Five","Monday,Friday 10:30am-3:15am / Tuesday 3:15pm-2:30am / Wednesday,Saturday 4:45pm-12:30pm / Thursday 10:15am-6:30pm / Sunday 3:00pm-1:30am"
"Tavern N' Town-Marriott Key West","Monday 1:45pm-6:45pm / Tuesday 12:30pm-5:30pm / Wednesday 3:15pm-3:30am / Thursday-Friday 1:00pm-4:15pm / Saturday 5:00pm-6:15pm / Sunday 11:45am-2:00am"
"Savannah Grille","Monday 6:30am-5:30pm / Tuesday,Sunday 6:00am-6:00pm / Wednesday 5:15am-7:45am / Thursday 6:45am-10:45pm / Friday 3:00pm-2:45am / Saturday 6:00am-6:30pm"
"HK's Restaurant & Bar -The Lodge of Four Seasons","Monday 5:15pm-7:30pm / Tuesday 3:30pm-8:30pm / Wednesday 4:30pm-9:00pm / Thursday 7:00am-3:30am / Friday-Saturday 2:00pm-10:15pm / Sunday 3:15pm-8:00pm"
"JJ's at the Copper Pot","Sunday-Monday,Friday 5:15am-3:15am / Tuesday-Wednesday 5:15am-6:30am / Thursday 8:45am-12:00pm / Saturday 9:15am-11:45am"
"J. Bruner's","Monday 3:45pm-12:00pm / Tuesday,Saturday 9:00am-1:00am / Wednesday-Thursday 4:00pm-1:15am / Friday 5:15am-5:45pm / Sunday 1:45pm-10:00pm"
"Michael's Steak Chalet","Monday-Tuesday 8:45am-4:45pm / Wednesday 2:15pm-9:00pm / Thursday 5:00pm-8:45pm / Friday 11:45am-10:45pm / Saturday 10:15am-3:45pm / Sunday 6:30am-9:45pm"
